Brazil,Medical doctors not further defined (number),,304263,,,,,,378354,,365231,,,,,,,,,,,216632,215875,206675,198479,190554,183068,175848,,161880,,,236668,,,,,,,,,,,,,,,,,,,,,,,,,,,459080,,,,,,,,,,,
Brunei Darussalam,Medical doctors (per 10 000 population),,,,15.873,,17.537,14.855,15.934,14.658,15.143,14.214,11.401,14.665,10.378,10.703,,12.843,,11.511,10.063,,,,,,,,,,,10.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.129,,,,,,,,,,,
Brunei Darussalam,Medical doctors (number),,,,683,,739,619,656,596,608,563,445,564,393,399,,463,,400,336,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,,,,,,,,,,,
Brunei Darussalam,Generalist medical practitioners (number),,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,Specialist medical practitioners (number),,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,Medical doctors not further defined (number),,,,683,,739,,656,596,608,563,445,564,393,399,,463,,400,336,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,,,,,,,,,,,
Bulgaria,Medical doctors (per 10 000 population),,,41.682,,,39.727,39.068,38.878,38.192,37.629,36.831,36.612,35.771,36.121,36.165,33.835,34.844,35.525,34.719,33.992,34.58,34.445,35.223,34.289,32.864,33.045,31.192,30.682,32.502,,36.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Medical doctors (number),,,29667,,,29038,28801,28891,28599,28384,27963,27952,27454,27882,28086,27186,27406,28128,27688,27526,28476,28655,29592,29069,28094,28457,27039,26760,28497,28218,28174,,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Generalist medical practitioners (number),,,,,,4517,4747,4781,5097,4925,5014,5198,5043,5426,5521,,5685,5561,5760,,,,,,,,,,,,5631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Specialist medical practitioners (number),,,,,,24521,24054,24110,23502,23459,22949,22754,22411,22456,22565,,21721,22567,21928,,,,,,,,,,,,22543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Medical doctors not further defined (number),,,29667,,,,,,,,,,,,,27186,,,,27526,28476,28655,29592,29069,28094,28457,27039,26760,28497,28218,,,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Medical doctors (per 10 000 population),,0.912,0.826,0.82,0.624,0.635,0.472,0.455,0.46,0.373,0.442,0.432,0.311,,,,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Medical doctors (number),,1910,1684,1626,1202,1189,857,803,787,620,713,676,473,,,,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Generalist medical practitioners (number),,1026,732,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Specialist medical practitioners (number),,884,952,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Medical doctors not further defined (number),,,,,1202,1189,857,803,787,620,713,676,473,,,,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,Medical doctors (per 10 000 population),0.697,,0.943,0.972,,0.474,0.58,0.546,0.508,0.378,0.458,,,,,,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647,,,,,,,,,,,
Burundi,Medical doctors (number),852,,1084,1084,,508,609,554,498,357,418,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,,,,,,,,,,,
Burundi,Generalist medical practitioners (number),,,889,889,,467,556,486,475,317,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,,,,,,,,,,,
Burundi,Specialist medical practitioners (number),,,195,195,,41,53,68,23,40,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,
Burundi,Medical doctors not further defined (number),852,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Medical doctors (per 10 000 population),,,7.913,,7.307,7.425,,5.705,4.87,5.536,5.602,4.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Medical doctors (number),,,452,,408,410,,308,260,292,292,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Generalist medical practitioners (number),,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Specialist medical practitioners (number),,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Medical doctors not further defined (number),,,,,408,410,,308,260,292,292,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,Medical doctors (per 10 000 population),,2.143,,,,,1.935,,1.65,2.258,2.293,2.367,2.433,,,,,,,1.689,1.466,,1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,Medical doctors (number),,3473,,,,,2944,,2440,3291,3294,3351,3393,,,,,,,2047,1711,,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,Generalist medical practitioners (number),,3473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,Specialist medical practitioners (number),,,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,Medical doctors not further defined (number),,,,,,,2568,,2440,3291,3294,3351,3393,,,,,,,2047,1711,,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,Medical doctors (per 10 000 population),0.967,,1.3,,,,,,,0.901,0.861,0.697,,0.723,,,1.858,,,,,,,,,,,,,,0.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.242,,,,,,,,,,,
Cameroon,Medical doctors (number),2562,,3259,,,,,,,1842,1712,1346,,1319,,,3124,,,,,,,,,,,,,,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378,,,,,,,,,,,
Cameroon,Generalist medical practitioners (number),1643,,2400,,,,,,,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477,,,,,,,,,,,
Cameroon,Specialist medical practitioners (number),919,,859,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897,,,,,,,,,,,
Cameroon,Medical doctors not further defined (number),0,,,,,,,,,,1712,1346,,1319,,,3124,,,,,,,,,,,,,,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
Canada,Medical doctors (per 10 000 population),24.327,24.352,24.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.636,,,,,,,,,,,
Canada,Medical doctors (number),92173,91375,89911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93998,,,,,,,,,,,
Canada,Generalist medical practitioners (number),46797,46132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47337,,,,,,,,,,,
Canada,Specialist medical practitioners (number),45376,45243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46661,,,,,,,,,,,
Canada,Medical doctors not further defined (number),,0,89911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,Medical doctors (per 10 000 population),,,0.658,,,0.672,,,,,,0.449,,,,,0.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,Medical doctors (number),,,335,,,324,,,,,,205,,,,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,Generalist medical practitioners (number),,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,Specialist medical practitioners (number),,,72,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,Medical doctors not further defined (number),,,,,,286,,,,,,205,,,,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,Medical doctors (per 10 000 population),0.603,0.533,0.515,0.432,0.37,0.492,0.444,0.434,0.414,,,,,,0.355,,0.359,,,0.285,0.202,0.262,,,,,,,,,,0.291,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582,,,,,,,,,,,
Chad,Medical doctors (number),1003,859,803,651,540,696,608,573,528,,,,,,368,,345,,,235,156,195,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,
Chad,Generalist medical practitioners (number),784,642,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,,,,,,,,,,,
Chad,Specialist medical practitioners (number),219,202,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,
Chad,Medical doctors not further defined (number),,15,,651,540,696,608,573,528,,,,,,368,,345,,,235,156,195,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,Medical doctors (per 10 000 population),28.08,26.492,25.95,24.546,23.096,21.589,20.361,18.872,17.53,15.91,14.382,10.326,10.418,10.387,10.417,,9.84,9.46,8.916,,,,,,,,9.904,,,,9.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.729,,,,,,,,,,,
Chile,Medical doctors (number),54196,50439,48531,45088,41767,38580,36012,33045,30400,27323,24455,17382,17358,17134,17016,,15762,15003,13992,,,,,,,,13650,,,,15865,,,,,,,,,,,,,,,,,,,,,,,,,,,,57952,,,,,,,,,,,
Chile,Generalist medical practitioners (number),26009,23838,25041,22993,20807,18768,17234,16073,14974,14873,15066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28148,,,,,,,,,,,
Chile,Specialist medical practitioners (number),28187,26601,23490,22095,20960,19812,18778,16972,15426,12450,9389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29804,,,,,,,,,,,
Chile,Medical doctors not further defined (number),,,,,,,,,,,,17382,17358,17134,17016,,15762,15003,13992,,,,,,,,13650,,,,15865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Medical doctors (per 10 000 population),23.873,22.58,21.244,20.06,18.913,17.998,17.145,16.611,15.651,14.886,14.633,14.229,13.471,12.981,12.779,12.865,12.203,11.902,11.426,12.683,12.143,12.161,12.01,11.944,,,,,11.294,,12.435,12.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Medical doctors (number),3401672,3210515,3010376,2828999,2651398,2508408,2374917,2285794,2138836,2020154,1972840,1905436,1791881,1715460,1678031,1637337,1582442,1534046,1463573,1603266,1513975,1505342,1475232,1454926,,,,,1302997,,1622684,1561584,,,,724238,,,,,709473,,609608,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Generalist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Specialist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Medical doctors not further defined (number),3401672,3210515,3010376,2828999,2651398,2508408,2374917,2285794,2138836,2020154,1972840,1905436,1791881,1715460,1678031,1637337,1582442,1534046,1463573,1603266,1513975,1505342,1475232,1454926,,,,,1302997,,1622684,1561584,,,,724238,,,,,709473,,609608,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,Medical doctors (per 10 000 population),23.248,22.59,22.018,21.308,20.57,19.91,19.299,18.533,17.854,17.264,16.642,16.157,15.605,15.089,14.666,12.854,13.872,13.477,13.167,12.599,11.801,11.327,10.895,10.493,10.034,9.579,9.167,8.586,8.028,,14.289,12.182,,,,,,,,,,,,,,,,,,,,,,,,,,,23.615,,,,,,,,,,,
Colombia,Medical doctors (number),118404,113372,108499,103026,97966,93815,90085,85694,81740,78222,74584,71596,68372,65345,62731,51209,57774,55332,53266,49406,44778,42240,39911,37743,35416,33156,31113,28569,26171,31646,60331,47003,29492,27688,25641,23481,21709,,,,,,,,,,,,,,,,,,,,,,121659,,,,,,,,,,,
Colombia,Generalist medical practitioners (number),91995,87817,83439,79445,75911,73288,70921,67847,64965,62432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86564,,,,,,,,,,,
Colombia,Specialist medical practitioners (number),26409,25555,25060,23581,22055,20527,19164,17847,16775,15790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35095,,,,,,,,,,,
Colombia,Medical doctors not further defined (number),,,,,,,,,,,74584,71596,68372,65345,62731,51209,57774,55332,53266,49406,44778,42240,39911,37743,35416,33156,31113,28569,26171,31646,60331,47003,29492,27688,25641,23481,21709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,Medical doctors (per 10 000 population),,,2.834,,2.895,,,,1.797,,,1.992,,,,,1.979,,,,,,,,,,,,,,1.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,Medical doctors (number),,,220,,216,,,,123,,,128,,,,,115,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,Generalist medical practitioners (number),,,130,,216,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,Specialist medical practitioners (number),,,90,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,Medical doctors not further defined (number),,,,,,,,,123,,,,,,,,115,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Medical doctors (per 10 000 population),,,1,,1.022,,,,,1.577,1.113,,,1.014,2.051,,2.134,,,,7.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Medical doctors (number),,,544,,530,,,,,723,494,,,401,782,,756,,,,2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Generalist medical practitioners (number),,,269,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Specialist medical practitioners (number),,,275,,261,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Medical doctors not further defined (number),,,,,,,,,,523,494,,,401,782,,756,,,,2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,Medical doctors (per 10 000 population),,13.45,,,,,14.045,,,,,14.458,,,,9.15,13.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,Medical doctors (number),,23,,,,,25,,,,,24,,,,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,Generalist medical practitioners (number),,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,Specialist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,Medical doctors not further defined (number),,,,,,,25,,,,,24,,,,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Medical doctors (per 10 000 population),27.181,32.076,28.702,29.989,28.808,27.053,26.167,25.159,24.325,23.483,22.833,21.972,21.391,20.739,20.262,,,,,13.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.703,,,,,,,,,,,
Costa Rica,Medical doctors (number),13925,16309,14468,14976,14246,13243,12676,12055,11522,10990,10554,10026,9630,9208,8871,,,,,5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14278,,,,,,,,,,,
Costa Rica,Generalist medical practitioners (number),8369,,8542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8704,,,,,,,,,,,
Costa Rica,Specialist medical practitioners (number),5556,,5926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5574,,,,,,,,,,,
Costa Rica,Medical doctors not further defined (number),,16309,,14976,14246,13243,12676,12055,11522,10990,10554,10026,9630,9208,8871,,,,,5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,Medical doctors (per 10 000 population),,1.596,2.197,,,,2.279,,,1.493,,,1.356,,,,1.122,,,,,,,,,,,,,,0.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,Medical doctors (number),,4173,5602,,,,5240,,,3220,,,2746,,,,2081,,,,,,,,,,,,,,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,Generalist medical practitioners (number),,,4246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,Specialist medical practitioners (number),,,1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,Medical doctors not further defined (number),,4173,,,,,5240,,,3220,,,2746,,,,2081,,,,,,,,,,,,,,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,Medical doctors (per 10 000 population),,34.655,33.83,33.119,31.971,31.564,31.05,29.952,29.486,28.701,28.164,26.957,26.859,26.782,25.466,23.414,24.965,24.254,23.621,22.951,25.035,26.415,26.201,26.116,26.491,26.916,26.797,26.279,29.097,,25.058,24.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,Medical doctors (number),,14312,14075,13885,13504,13430,13302,12906,12772,12490,12304,11813,11801,11799,11250,10552,11093,10820,10589,10439,11666,12445,12468,12554,12767,12899,12858,12731,14181,14044,11100,11144,13751,13467,13095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,Generalist medical practitioners (number),,,,,,3248,3502,3335,3371,3299,3350,3264,,,,,,,,,3066,3130,3045,3464,3629,3619,3412,3428,4029,3871,,3098,3796,3675,3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,Specialist medical practitioners (number),,,,,,10182,9800,9571,9401,9191,8954,8549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,Medical doctors not further defined (number),,14312,14075,13885,13504,,,,,,,,11801,11799,11250,10552,11093,10820,10589,10439,8600,9315,9423,9090,9138,9280,9446,9303,10152,10173,11100,8046,9955,9792,9522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,Medical doctors (per 10 000 population),,,84.273,82.971,79.493,77.586,75.506,73.928,72.564,69.585,67.762,66.364,66.112,64.256,63.486,59.543,62.103,60.734,60.052,59.426,57.535,56.941,54.847,52.016,49.659,47.086,43.454,39.794,36.408,,62.772,58.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,Medical doctors (number),,,95466,94059,90161,87982,85563,83698,82065,78622,76506,74880,74552,72416,71489,66325,69713,68017,67079,65997,63483,62624,60129,56836,54065,51045,46860,42634,38690,,70594,64863,,,,22910,,,,,15247,,,,,9328,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,Generalist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,Specialist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,Medical doctors not further defined (number),,,95466,94059,90161,87982,85563,83698,82065,78622,76506,74880,74552,72416,71489,66325,69713,68017,67079,65997,63483,62624,60129,56836,54065,51045,46860,42634,38690,,70594,64863,,,,22910,,,,,15247,,,,,9328,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Medical doctors (per 10 000 population),,30.664,29.078,27.513,19.058,25.655,24.469,23.599,22.532,22.085,21.236,20.819,20.304,19.955,18.202,19.061,18.965,18.493,18.683,18.983,18.815,18.774,18.691,18.634,18.096,17.446,16.881,15.83,15.193,,18.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.753,,,,,,,,,,,
Cyprus,Medical doctors (number),,3768,3544,3325,2283,3046,2880,2754,2606,2529,2399,2313,2218,2143,1921,1839,1932,1850,1835,1800,1721,1685,1645,1607,1528,1441,1368,1265,1198,1171,1949,,,,911,1692,,,,,560,,,,478,,,,,,512,,,,,448,,,6688,,,391,,,,,,,,
Cyprus,Generalist medical practitioners (number),,,,,,735,680,,,,,,,,,,,,,288,,,,338,,229,223,205,191,188,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Specialist medical practitioners (number),,,,,,2311,2200,,,,,,,,,,,,,1512,,,,1269,,1212,1145,1060,1007,983,,,,,773,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Medical doctors not further defined (number),,3768,3544,3325,2283,,,2754,2606,2529,2399,2313,2218,2143,1921,1839,1932,1850,1835,,1721,1685,1645,,1528,,,,,,1949,,,,,846,,,,,560,,,,478,,,,,,512,,,,,448,,,6688,,,391,,,,,,,,
Czechia,Medical doctors (per 10 000 population),41.601,41.188,40.741,,,,,36.878,36.746,36.366,35.989,35.84,35.574,35.612,35.513,34.429,34.994,35.09,34.918,33.81,30.39,31.195,29.9,30.007,29.363,28.675,26.811,26.763,27.216,,35.39,30.884,,,,,,,,,,,,,,,,,,,,,,,,,,,54.686,,,,,,,,,,,
Czechia,Medical doctors (number),43810,43399,42919,,,,,38776,38624,38171,37661,37351,36921,36815,36595,35222,35907,35960,35750,34604,31192,32065,30784,30942,30306,29589,27645,27575,28036,28200,36381,31653,27910,27145,26957,26649,25859,25341,24584,23936,23303,22568,21929,21392,20781,20237,19764,19293,18836,18349,17539,,,,,,,,57479,,,,,,,,,,,
Czechia,Generalist medical practitioners (number),7112,7330,,,,,,7371,7386,7369,7369,7366,7332,7320,7404,,,,,7465,,,,7175,,,,,,,7423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,Specialist medical practitioners (number),35433,34601,,,,,,31405,31238,30802,30292,29985,29589,,,,,,,,,,,,,,,,,,28958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,Medical doctors not further defined (number),1265,1468,42919,,,,,,,,,,,29495,29191,35222,35907,35960,35750,27139,31192,32065,30784,23767,30306,29589,27645,27575,28036,28200,,31653,27910,27145,26957,26649,25859,25341,24584,23936,23303,22568,21929,21392,20781,20237,19764,19293,18836,18349,17539,,,,,,,,57479,,,,,,,,,,,
Democratic People's Republic of Korea,Medical doctors (per 10 000 population),,,,36.709,36.892,,34.959,,34.342,,,,32.666,,,,,31.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,Medical doctors (number),,,,93667,93667,,87839,,85470,,,,79931,,,,,74597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,Generalist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,Specialist medical practitioners (number),,,,80553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,Medical doctors not further defined (number),,,,13114,93667,,87839,,85470,,,,79931,,,,,74597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,Medical doctors (per 10 000 population),,,3.622,,,,,0.874,,,,0.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,Medical doctors (number),,,31546,,,,,6418,,,,5832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,Generalist medical practitioners (number),,,30768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,Specialist medical practitioners (number),,,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,Medical doctors not further defined (number),,,,,,,,6418,,,,5832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,Medical doctors (per 10 000 population),,42.642,42.149,41.289,40.134,39.337,38.723,38.415,38.307,37.853,37.236,36.484,35.733,34.465,34.107,29.319,32.2,30.776,30.349,29.122,28.579,27.802,27.03,26.815,26.393,26.125,25.955,24.293,24.935,,33.243,28.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,Medical doctors (number),,24715,24306,23689,22904,22335,21881,21610,21456,21107,20669,20163,19663,18886,18615,15717,17438,16608,16324,15553,15144,14672,14207,14038,13761,13569,13433,12531,12828,12621,18072,15342,12410,12050,12007,11765,11558,10820,10475,9396,9083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
